5	648	49	12	12	3	1080000	1080100	1080200	0
5	648	60	12	12	3	1080300	1080400	1080500	0

5	728	81	12	12	2	1080000	1080100	1080100	0
5	729	92	12	12	2	1080300	1080400	1080400	0
5	756	81	12	12	1	1080100	1080100	1080200	0
5	757	92	12	12	1	1080400	1080400	1080500	0
5	772	81	12	12	2	1080100	1080200	1080200	0
5	773	92	12	12	2	1080400	1080500	1080500	0

5	1176	49	12	12	3	1080000	1080100	1080200	0
5	1176	60	12	12	3	1080300	1080400	1080500	0

5	1656	49	12	12	2	1080000	1080100	1080100	0
5	1657	60	12	12	2	1080300	1080400	1080400	0
5	1684	49	12	12	1	1080100	1080100	1080200	0
5	1685	60	12	12	1	1080400	1080400	1080500	0
5	1700	49	12	12	2	1080100	1080200	1080200	0
5	1701	60	12	12	2	1080400	1080500	1080500	0

5	2328	64	12	12	3	1080000	1080100	1080200	0
5	2328	75	12	12	3	1080300	1080400	1080500	0

#THÙNG XANH LÁ
5	400	144	16	16	5	1060000	1060100	1060200	1
5	400	160	16	16	5	1060300	1060400	1060500	0
5	400	176	16	16	5	1060700	1060900	1061000	0

5	512	160	16	16	6	1060000	1060100	1060200	1
5	512	176	16	16	6	1060700	1060900	1061000	0

5	1264	160	16	16	7	1060000	1060100	1060200	1
5	1264	176	16	16	7	1060700	1060900	1061000	0

5	2176	48	16	16	3	1060000	1060100	1060200	1
5	2176	64	16	16	3	1060300	1060400	1060500	0
5	2176	80	16	16	3	1060300	1060400	1060500	0
5	2176	96	16	16	3	1060300	1060400	1060500	0
5	2176	112	16	16	3	1060300	1060400	1060500	0
5	2176	128	16	16	3	1060300	1060400	1060500	0
5	2192	144	16	16	2	1060600	1060400	1060500	0
5	2192	160	16	16	2	1060800	1060400	1060500	0
5	2192	176	16	16	2	1061100	1061000	1061000	0

#
1	628	186

#PIRANHAPLANT
9	352	154	1
9	1792	184	2
9	1856	170	3

#ỐNG CỐNG
6	352	162
6	1792	176	1

6	1856	176	2

#HỘP BÍ ẨN
7	168	142	1
7	184	142	1

7	212	72	1
7	228	72	2

7	384	88	1

7	656	162	3

7	704	128	1

7	1472	144	1

7	1448	-88	1

#BRICK2
14	1504	112
14	1520	112

14	1568	176
14	1584	176
14	1600	176
14	1584	160
14	1600	160
14	1600	144

14	1664	176
14	1680	176
14	1696	176
14	1664	160
14	1680	160
14	1664	144

14	2256	144
14	2272	144

14	2256	80
14	2272	80

#BRICK3
15	1952	176	1
15	1968	176	1
15	1984	176	1
15	2000	176	1
15	2016	176	1
15	2032	176	1
15	2048	176	1

15	1968	160	1
15	1984	160	1
15	2000	160	1
15	2016	160	1
15	2032	160	1

15	1984	144	1
15	2000	144	1
15	2016	144	1
15	2032	144	2

15	2096	176	1
15	2112	176	1
15	2096	160	1

#PARAGOOMBA
8	880	160
#GOOMBA
2	214	177
2	480	176
2	754	160
2	816	160

#KOOPAS
3	588	132	0
3	1340	70	2
3	1384	70	2
3	1428	70	2
3	1480	150	1
3	2096	134	0

#ĐẤT
5	0	192	16	16	39	1000000	1000100	1000200	1
5	624	176	16	16	29	1000000	1000100	1000200	1

5	1152	192	16	16	22	1000000	1000100	1000200	1

5	1536	192	16	16	5	1000000	1000100	1000200	1

5	1664	192	16	16	36	1000000	1000100	1000200	1

5	2256	192	16	16	35	1000000	1000100	1000200	1

#NỀN ĐEN
5	2480	-192	16	16	21	1090000	1090100	1090100	0
5	2480	-176	16	16	21	1090000	1090100	1090100	0
5	2480	-160	16	16	21	1090000	1090100	1090100	0
5	2480	-144	16	16	21	1090000	1090100	1090100	0
5	2480	-128	16	16	21	1090000	1090100	1090100	0
5	2480	-112	16	16	21	1090000	1090100	1090100	0
5	2480	-96	16	16	21	1090000	1090100	1090100	0
5	2480	-80	16	16	21	1090000	1090100	1090100	0
5	2480	-64	16	16	21	1090000	1090100	1090100	0
5	2480	-48	16	16	21	1090000	1090100	1090100	0
5	2480	-32	16	16	21	1090000	1090100	1090100	0
5	2480	-16	16	16	21	1090000	1090100	1090100	0
5	2480	0	16	16	21	1090000	1090100	1090100	0
5	2480	16	16	16	21	1090000	1090100	1090100	0
5	2480	32	16	16	21	1090000	1090100	1090100	0
5	2480	48	16	16	21	1090000	1090100	1090100	0
5	2480	64	16	16	21	1090000	1090100	1090100	0
5	2480	80	16	16	21	1090000	1090100	1090100	0
5	2480	96	16	16	21	1090000	1090100	1090100	0
5	2480	112	16	16	21	1090000	1090100	1090100	0
5	2480	128	16	16	21	1090000	1090100	1090100	0
5	2480	144	16	16	21	1090000	1090100	1090100	0
5	2480	160	16	16	21	1090000	1090100	1090100	0
5	2480	176	16	16	21	1090000	1090100	1090100	0

#CÂY ĐEN
5	2592	96	16	16	2	1100000	1100100	1100100	0
5	2608	112	16	16	1	1100300	1100300	1100300	0
5	2592	112	16	16	1	1100200	1100200	1100200	0
5	2608	128	16	16	2	1100000	1100100	1100100	0
5	2592	128	16	16	1	1100200	1100200	1100200	0
5	2624	144	16	16	1	1100300	1100300	1100300	0
5	2592	144	16	16	1	1100200	1100200	1100200	0
5	2624	160	16	16	2	1100000	1100100	1100100	0
5	2592	160	16	16	1	1100200	1100200	1100200	0
5	2640	176	16	16	1	1100300	1100300	1100300	0
5	2576	176	16	16	2	1100000	1100100	1100100	0

5	2768	144	16	16	2	1100000	1100100	1100100	0
5	2784	160	16	16	1	1100300	1100300	1100300	0
5	2768	160	16	16	1	1100200	1100200	1100200	0
5	2784	176	16	16	1	1100300	1100300	1100300	0
5	2752	176	16	16	2	1100000	1100100	1100100	0

#NỀN ĐẤT
5	624	192	16	16	29	1010000	1010100	1010200	0

#MARIO
0	100	10


